#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
e0e125b32f1bab616770ef589ccc0bb9	Bacteria	 Proteobacteria	 Betaproteobacteria	 MND1	 	 	 
679e1421b54e9e3f135d98481d640e96	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
0cfd6e102983780babbe19ba59387830	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
ce28dde42533669277a5fb98eea87d5d	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	
bf8118c921412f6312fa359dd78400c9	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
3ace0c501ec95ecfc3b027ad1cc3b91a	Bacteria	 Chloroflexi	 TK10	 AKYG885	 5B-12	 	 
f3c091bc332715d557450141adc73054	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 mitochondria		
7ad7ccbe53d21b55632ac8273c6e7392	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
f0ee4854879718155435e2f12d2725a5	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
63ce95f92d20946cc80b8e807af2aaa4	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Sporosarcina	 
3efa42fd23c54a2a4994e3850d80006b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Methylobacteriaceae	 Methylobacterium	 
a4a6c1ceb785fdc1fdfcb5dcea490f03	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
9251ac4dcb2bd708dbf56efa87a8d77f	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 	 
68c8ab5941d1a1cb42a090736b7891dd	Bacteria	 Actinobacteria	 Thermoleophilia	 Gaiellales			
905576b9d12d00671814f872e339cded	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Janthinobacterium	 
bf7357ea295bbeb82f03bd87dcf8b60a	Bacteria	 Actinobacteria	 Acidimicrobiia	 Acidimicrobiales	 EB1017	 	 
b3e0872ea6a5db0da4748eaf1f8ebe7b	Bacteria	 Bacteroidetes	 [Saprospirae]	 [Saprospirales]	 Chitinophagaceae	 Ferruginibacter	 alkalilentus
01462630156ad6ed737fc4220c357822	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae		
9306d7b5c3b689f0d325eaf7703beba4	Bacteria	 Actinobacteria	 Thermoleophilia	 Gaiellales	 Gaiellaceae	 	 
8d98306485b173fa45cab0956a45d69a	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae		
f7686000a930f48ab5fb2c0cc15fe56c	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 	 	 
10da223e28cedd1cbacba98d755bd06a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Devosia	 
c4ad77bf34381ff428ab7b37e7cbfbc9	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
576111020b6dc210c0fec043d1ea0de9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 wittichii
6747c6f0ca1465b0d78b23228aa3654b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Labrys	 
bde307cd8da5f30b5a3daff6bc20bdb8	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
c725f975bce002eeaf7cb74d5f0f7952	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium	 
cf83627e795778d7bd4b7a8a293df1d3	Bacteria	 Chloroflexi	 S085	 	 	 	 
10a7404cb75c8683ab9364a9966965e0	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
8c3a82051617fe855389e8b639bfd6cc	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Hyphomicrobium	 zavarzinii
71d4880701cac253e3cfaee841c37f99	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 Microbacterium	
8c5a4a11a60e104a1b5d837f9dc123e9	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 	 
7f8080cd5b9863dd95a162c9ad812581	Bacteria	 Acidobacteria	 DA052	 Ellin6513	 	 	 
f2635ae698415b0aa7d19ff62e10364d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
85454a2e08386703d079bfae48d01e4d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
78a8698534e33143a04a4e070aa40dc8	Bacteria	 Proteobacteria	 Betaproteobacteria	 SC-I-84	 	 	 
0072400d20ca81a000992d344577d92b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	 
c5ead7242c7d77cf0c658660ebe15254	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	
60f574d91129c8d8df2c8ec61392e75c	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	 
ba79676eada76fee1ab4ac0cfd82ae1f	Bacteria	 Proteobacteria	 Betaproteobacteria	 SC-I-84	 	 	 
f9fcf885afb77ed7c15f45317bfa7768	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Kaistobacter	 
eb8730d96a50fac138768d2d4a233cb4	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	
8729390572c8d1a99df716f0a53d2856	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardiaceae	 Nocardia	 
c3fadb181c1621f07d588927ac3d112c	Bacteria	 Chloroflexi	 Ktedonobacteria	 	 	 	 
f72b35f2bd8c86a554eb952b5f6374f4	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 
6fe6bec0ee74185bbc85872e57b49c60	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
451726255b8efbf02d2dfd8bf9707a63	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 	 	 
303b1c2dd3fe7c6975dcc8f05bb85323	Bacteria	 Proteobacteria	 Gammaproteobacteria	 	 	 	 
8eb48b404ac5e4d94b256f14d6bbf5fc	Bacteria	 Actinobacteria	 Thermoleophilia	 Gaiellales	 	 	 
5741020810e443ca0a522d5860db8616	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae		
d0501bc93c85d67a535d2df7404f24f9	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 Curtobacterium	 
4992b270ba69c4a57a93539e87cc302e	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Ammoniphilus	 
89d24b63e254de2f34ada133df71521d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 nitroreducens
36ec9081eb1f8354d614e9b87c919d9a	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Actinospicaceae	 	 
e7189ac98b7bed6fb4b19ac94585f17e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 nitroreducens
98f97049a83203a1d9894391fa2fb6ec	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	
1621c4dcc4e76e2530e001eb79d376d6	Bacteria	 Chloroflexi	 TK10	 B07_WMSP1	 FFCH4570	 	 
401fa6ec6f586078ca691462f4af3a2e	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 Conexibacter	 
fdd644373da1dd0c8a6c501e5cf8f6f8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae		
72ea88d7c37806a7ffe13c28edd1ca87	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 	 
15866ab3057314adc6a6078829a759a8	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Dermacoccaceae	 Dermacoccus	 
f2c6deaf1e1de50a816d3ae47df03488	Bacteria	 Proteobacteria	 Betaproteobacteria	 SC-I-84	 	 	 
b98181354610f16d17d062b7e20df9ae	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Reyranella	 massiliensis
2ac85331fd9bc8bb2f1ab259a3133572	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Gordoniaceae	 Gordonia	 
409acdca9ef7287fa6c5710dc6204108	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Thermoactinomycetaceae		
0a715c9b78590b605a5bd89669bd9105	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Phyllobacteriaceae	 Mesorhizobium	 
fd059d79fba61492b8890fdbc93df6d7	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 umsongensis
039fe182743be5dd086091e860342c0c	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Streptomycetaceae		
67674a0fba1562f17ac39781dbdec00d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 wittichii
ff6782754309f9184741dc1378350e73	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Denitrobacter	 
372bebcf97f4588d61e674430af3d43d	Bacteria	 Acidobacteria	 DA052	 Ellin6513	 	 	 
d6998a6d0b3aa1db14df999ea16b4a11	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Ewingella	 americana
82361dbaaa755ec70755a68364b12a85	Bacteria	 Proteobacteria	 Betaproteobacteria	 Methylophilales	 Methylophilaceae	 	 
79493292015e4e1e880d91bc0617b700	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Cystobacterineae	 	 
ea77f0ef6e6140ba12c5f74391f5d81c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Pseudoxanthomonas	 mexicana
33bc8fa9f32567505e473f65544ded17	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
587269df21c8777b5c28a36f11793ec9	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 	 	 
28dbfc821f2c60cc19f25577317160c3	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
4eaeecf4e1bf766ff3a9a7dc61204f64	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Coxiellaceae	 Rickettsiella	 
59ec663f385e0677964ade359f680c8c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
5688fb377e4a0a206f129a0d943cee30	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae		
0cce2ae403694e9bda6a8ec96514a26a	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae		
09a12574ecdfa3a0941148e74205ac1c	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 Terriglobus	 
beb393078eb5b066a5515cc540d39793	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Pseudonocardiaceae	 	 
4fb3ec01b5fe0c1f0d19b201acd8390c	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	
6ff95eff0777bdc4f0982461a3f38af9	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae		
065faba849912c1519697b54e143ddb6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
c1de3d977660646c32396bf52e1b31ba	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
8b70e0789e59ee10d2d5dd9ae0e46121	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	 
2ba9b8138cb3c2b969ec4a2b508ec0bb	Bacteria	 Proteobacteria	 Gammaproteobacteria				
f2e46bda09ee11f92ad14c28e16339e0	Bacteria	 Firmicutes	 Bacilli	 Bacillales			
378209b7f74b47f46f0fcb4b5ef2d6c8	Bacteria	 Bacteroidetes	 [Saprospirae]	 [Saprospirales]	 Chitinophagaceae		
665b0137d48ac112206f3382fdf2e5d3	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
b55053cf54848101119e974a52783338	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
2a9aa452531ff01df9f8ca68c10d6617	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae	 	 
2d9d6f7325add7e1305649f0e33a4ca0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
1a5dffa9bb343ac8e20dc513b7ec2d88	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 	 
28ffd2f175481cbff9e00f6abcaebf4a	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 	 
8cd1f7f6624067eeae68fa34b4c68f6e	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Dechloromonas	 
c931a14363079c1d02ff976997c72792	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
02d863271f682586757375fd19d94a86	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 	 	 
6cb76896dd2408decddae95d79c4e746	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Asticcacaulis	 
d4a587eeb54017fbcab38ea8006c0f5c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	
d4cb34f9620bfa77a72538dcfb741117	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
ca10e1c58eefc281dfaf60ae524eee48	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 
a924786d54d7b28f3c7892bdffb7bd8b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidocella	 
50d1e78acaf2d48958c40ebb24149e6f	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 
c9002c58297bf9f8de989e69dcabe649	Bacteria						
952640fb6ac1ee645cf0251eae814384	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 	 
e04e0ab912cfa7f8620503ada68af891	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Alicyclobacillaceae	 Alicyclobacillus	
4c0c5f783280ed3066e8a52063c08fa8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae		
819260ce47e2d54f5b372bd59994e21f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae		
c6078d7673868c02e223650fca9f9743	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 	 
ca55670d2d85f5eb66b0becad90301e3	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 	 
f7120ca52945e543d32390dd42b74317	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 Rathayibacter	 
6e3c4d17189b94aef0cb12795180969f	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Phyllobacteriaceae	 Mesorhizobium	 
2864a88ec27dca70612e6bb391c58682	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Salinispora	
c26c53f64559c6b7f26158cd36d9b790	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 Conexibacter	 
b626d237b2f40586576e72e7f3977ba7	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae		
3cd800aedefbe1aa612b4ce308a8304b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 	 	 	 
6bb39b66347a1f4510098e4a4a00b050	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae		
9561083aa8c9684cab4a5c9ae3276d76	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 	 
240b18c4d7a13d6d8afd3b6ffb250667	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
0a0b32c5cb9bd8bed95d94fc20fae104	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 nitroreducens
06e53d7ec3b6775b86aa63ecba73dbe8	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	
dd5ef32ff7c0c179cd8c09886af0777e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Enterobacter	
2260666e0557cbd280ff3d282898da20	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
a6dc2afd0061a0be2d49906656ecd936	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Cryptosporangiaceae	 Cryptosporangium	 
047adecb471a7e1ff68fc49327987d1a	Archaea	 Crenarchaeota	 Thaumarchaeota	 Nitrososphaerales	 Nitrososphaeraceae	 Candidatus Nitrososphaera	 gargensis
eedc4720e25409a374f210b761eea265	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Devosia	 
a5118a5d6fc4a98f60977f7c8c646942	Bacteria	 Chloroflexi	 Ktedonobacteria	 Thermogemmatisporales	 Thermogemmatisporaceae	 	 
6b1fc1e1f7308525c9a8a97d0407b63c	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
56e14fcc2606051103d753febf94df80	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
17d8a2bcf664cf532e02379778065c67	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
b519164117ddd5d814a2dbbb0250c77e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 
92b5b801ae11df59931068279fa5cd29	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Pseudonocardiaceae	 Pseudonocardia	 
6edd01419287b6d5073aaeba7ed6bc43	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Rubrivivax	
5f3d5736c1389f5e26ce1b6967c66762	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Kaistobacter	 
a4e1f2309d09df3e59251995fb572be6	Bacteria	 Chloroflexi	 TK10	 AKYG885	 Dolo_23	 	 
ffa7d98b63d2359bcdfa310543f029bb	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae		
1dbb04cf7d715c165eb4b830ce575c51	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae		
9fb6ec53d240fff9921f56715b507e58	Bacteria	 Proteobacteria	 Betaproteobacteria	 Methylophilales	 Methylophilaceae	 Methylotenera	 mobilis
dfd3ac724ab7e7dcf0a95ddd48a951fc	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 	 
95110915c6930b34c1a6ff409d863f5d	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Frankiaceae	 	 
2d9c60ddb6ab9914b28572042541af07	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
631f29de226279829a115fbe88321d75	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
212acbb86dde5dc307d090b98ec2a94e	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
3489e19a5d344477b24689bcca5f5458	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae		
9bee988b773b74c4ee527df5f473dc39	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Kaistobacter	 
1aab861affe8d96e4b51f8e37943430d	Bacteria	 Bacteroidetes	 [Saprospirae]	 [Saprospirales]	 Chitinophagaceae		
e6ca650b0fc5887e48cd4ed7a79e38c4	Bacteria	 Proteobacteria	 Gammaproteobacteria				
1ccb4e3ace042fbc63375cf5fb433e4e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae		
c9c5662ea4d8adaccc2d7bb0de66b905	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
659f57ecbdebf3e1bb680fdd1966e02c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 Steroidobacter	 
2d44ae2310aecdc83b7bec8c04912970	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae		
e7e393fdbfe80a8c1c08534394b4d857	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 Candidatus Koribacter	 
758e0a0127626c3017a9d327bb24e198	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
6f16e3e69fdd0356be5cef4c9dfd7025	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
4925594f03d2593b26b6209d3ec77ddd	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 	 	 
bd90c3fd5970320221f6e2043843ebdc	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
67035bf6ba78435d30956078225ce902	Bacteria	 Proteobacteria	 Betaproteobacteria	 SC-I-84	 	 	 
20ca74641277069a8916e8ce99aabd0f	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 	 
5283b353dd594b1786b49b7126e638b0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
ba199d7185b5dc82cbd9a6d39ec5745a	Bacteria	 Chloroflexi	 Ktedonobacteria	 Thermogemmatisporales	 Thermogemmatisporaceae	 	 
1af93a9a54ba1ec2205a351b829d8b0f	Bacteria	 Chloroflexi	 TK10	 B07_WMSP1	 	 	 
898f793ccee7814aeb57e7cb619cda94	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 	 
545975b7a0e0f938b37014522e54d30c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 wittichii
52b205dc737bdf38a19cc4c467ef8227	Bacteria	 Chloroflexi	 TK10	 	 	 	 
208768de70ec8ba8256208726a700a51	Bacteria	 Bacteroidetes	 [Saprospirae]	 [Saprospirales]	 Chitinophagaceae		
20f921f7f4ce1e3ab0da498405528c94	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae		
39ffa7137bbba7301cfe29e1804c4d21	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
35ab6570bcb0ed64328cd0f73063eca8	Bacteria	 Proteobacteria	 Betaproteobacteria	 Methylophilales	 Methylophilaceae	 	 
d8b79a7f0bcd31cd739b1c5c9cc567f2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 
7f125bbb56a4d2a64bd20000aac8a28a	Bacteria	 Proteobacteria	 Betaproteobacteria	 SC-I-84	 	 	 
a2f276662da02c3828dccecbfd5d06ad	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 	 	 	 
139f3c501a2d35563e46ab5ab9e30f35	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Variovorax	
077a1ec800f3b4f0af740c716d055fb6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Rhodanobacter	 
cbc991882b2b085c1924bf99e827d409	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfosporosinus	 meridiei
490674f977dccba641e5e4424c373248	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardiaceae	 Nocardia	 
0e82d2efc02ebb4e965385ff7dd6d2e6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Labrys	 
92bfd685ac83a36617d34a9ecc424752	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 Candidatus Koribacter	 
e79413e0643681a88403be0854919e03	Bacteria	 Chloroflexi	 Ktedonobacteria	 Thermogemmatisporales	 Thermogemmatisporaceae	 	 
79af50c57f4f27f44faf5a2565b4773d	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Mycobacteriaceae	 Mycobacterium	 arupense
6770b9131ddcc82169a14ae242084666	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
ef96b3d287a34a114eb932160f979f3a	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Oceanobacillus	 caeni
c6c0f50083c95a057dfbc044fd339dc6	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 
e055eb44903eda63b4ee468c9f90bb2c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
fe7a43dbe4c476a8cd6c2284226a5041	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
d41392977c50c7aa299b8babc602fea1	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales			
ba1984d3a864b996cdad7e61a9db6d5b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Devosia	 
589d22cd1c8af67edea1780efd2307da	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
fe9fb3ce83d5f4276b8559792a3c1400	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 	 	 
5911c8bdc28ade3e116c27ab3be402fa	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
