#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
b40ccf474ea05df311056a1561e10d88	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	 
c8ea292baa83db1aae08f954502b9c40	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	
a397a38cff2bd82eada93a86c4e77212	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Hyphomicrobium	 
eb4b549d4db053856f056a7c04cd9615	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
43b3ceeeca28c96de1add4f7d5e8e142	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
7e3f0031844b0ccd96ab24b6bb78bc41	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Erwinia	 
9cba0a5ae153c5066f530e2d7d7505cf	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Reyranella	 massiliensis
514caff6b50dd24c58224bf68119ee11	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 	 
7886d47dfb88bcc8686b2f3632f1388c	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
c489db9c31d08922aac8cf67d61f15df	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium	 giardinii
da7687a78edd71dc131824fa2299dbb9	Bacteria	 TM7	 TM7-3	 EW055	 	 	 
694915b09e913d9b3b2317c6c7f90371	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 	 
1b59a804bf1f69a904ae500e80839984	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae		
582d76a6d9adb564082389056dba9c5a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
4204b32551f9f4a001932900689c3b10	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae		
3ac738ea1daa69219a05317a80b9f36d	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
fe10ca48fc52987302fca6a8fe492ab6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 wittichii
fbc4abde2d726e3fb1759b4d677344c3	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	
45305957f845fec87fddf1876467e905	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 	 
968ac70e1d501b40c31b6bec236def3d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 wittichii
3edb6594a75299bab2cf8abf3628cd1c	Bacteria	 Proteobacteria	 Betaproteobacteria	 SC-I-84	 	 	 
fca71271991b5a8facfbf3d59ebc1017	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
31fd091a9929e82e60ece140d0e43851	Bacteria	 Acidobacteria	 DA052	 Ellin6513	 	 	 
6aa0943a67146e349d1ad89fb48a166a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Kaistobacter	 
c11622ac4f14d6ac2d186b1844ac0f15	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Hyphomicrobium	 
9fb067ef05229ff715ba60723300add6	Bacteria	 Chloroflexi	 	 	 	 	 
f4009a9af903cfc1c78aff2fdeb1c12c	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 Terriglobus	 
4e869c9364d23c4f6690785389625e6a	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 	 
6e42df1df7eabeb60e4b6dc4f1bace60	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
70a6155af9a6836c2a68d2f45c8027d4	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 Conexibacter	 
a9e90e6e7db1ea505c8957de95384d55	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
724596b1e2902d3eb3d44682e7376ea2	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales			
bcde5276a0e0ff0e468794b64f5b1785	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
41aebd97dd4e126486ea8c65d7005c92	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Asticcacaulis	
b3d30df958243df6f27da73f0c6a4a10	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Methylocystaceae	 	 
3b45ba638b90a9735c2336c9865bf347	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales			
66ef1dc4ac893bbea467893de56eed50	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 Steroidobacter	 
bab053f0eb1d9d8a93d56f09ac6c770a	Bacteria	 Actinobacteria	 Acidimicrobiia	 Acidimicrobiales			
312753b604051f1c654c73f0a0bf4122	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae		
085645862a08c9ad89cf6f6765573465	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium	 giardinii
9fa2511f19ca611532465be1d6105718	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
07076c3b2b65eb78ebb00075f45b22f8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Roseomonas	
2a61d8e4f5bb7f1eec71d1566beefe66	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Mycobacteriaceae	 Mycobacterium	 
17d15c303f9d67fe3a3abe06dc98c4de	Bacteria	 Chloroflexi	 Ktedonobacteria	 Thermogemmatisporales	 Thermogemmatisporaceae	 	 
a3e42eb6794ca905ee97b054aa27b00e	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Corynebacteriaceae	 Corynebacterium	 
6b3b45ce2e79c8cec6c9a51776dc5946	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
e6a9f9b8c6871e03a5e61af640025701	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	
3f75e13b50e3b9dba6b199003b5713f6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 	 	 
7fdd46e0c037e69014ff872a295c8136	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
67d16dd90867f452b0c22372afd6886a	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 Edaphobacter	 
12e406ff2b028a475c0706c2942ca52a	Bacteria	 Proteobacteria	 Betaproteobacteria	 Methylophilales	 Methylophilaceae		
db031fdb2fbf07ccbaf995c599d3b79e	Bacteria	 Proteobacteria	 Betaproteobacteria	 SC-I-84	 	 	 
51484b58f9572cce6f4bd770970d25c0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Phyllobacteriaceae	 Mesorhizobium	 
9cde2a396d5b121c168ae9fecdee2cd5	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	
da0d0ad501b0d9893d27f34b71adfe1a	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 
2e44a8097566b6ffe6bfbb6a0a8066a6	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nakamurellaceae	 	 
af4adab0dd0d1a03935f46d7fad097c1	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 	 
81111ff20cf997753272d06c39814ac0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
9f3dc601ffa7a3d3db12f13adca60455	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	
ffdaa5885a8772169ff31abce1fb800c	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
d74a3861d0136764ab0169f70cd8f02c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
876a91e9bf51210504ab1d047cbb0661	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 Terriglobus	 
3d047dbd9a9eb08015fffd5fd6e9c340	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
7e68fd211a79ddfbbf903727a6160982	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	 
d59bc46b96fbe40b4d3fd2cc85a048de	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardioidaceae		
b518573d3b0ce5ff57afc53cb1288029	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 mitochondria		
941cbf2a2d85e01f10156c5211f396e4	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Mycobacteriaceae	 Mycobacterium	 vaccae
0d6e34b9db993860dc3a99870bc9dbc4	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
46b39ad502cdf730339d6eaae790dae6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Hyphomicrobium	 
8ae9988fd1fe657fba32e35b10de6b48	Bacteria	 Chloroflexi	 Ktedonobacteria	 Thermogemmatisporales	 Thermogemmatisporaceae	 	 
79bda9aa26f9621f76de6a49babf9a69	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 
b60136f97b1a8f814b79c93e128858a0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 mitochondria	 Oryza	 sativa Indica Group
9b6c2b1dcca5586b93bf3e81f664ea7d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
c4c8777adfcbd59098a5d2bacd07acce	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	
39b066cdf6d31bc52804e8e99aa98270	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Variovorax	
00fe8113f16d409be7de51664012d9c7	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 	 
49409064cad93ebda8e0f02c153b656d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium	 
24b956a748c4ed67dac7102851ae6c70	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Corynebacteriaceae	 Corynebacterium	 
77636b93aca4a6b1d894ac859a80f292	Bacteria	 AD3	 ABS-6	 	 	 	 
d97b25f3d7ac8c857e9be56fe975bbdf	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Salinispora	 
e219908e543c7b23aaa4e2294afc6913	Bacteria	 Armatimonadetes	 Armatimonadia	 FW68	 	 	 
a68cb8f03cb197d44ed2e6860faf2b4c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
c8a207af01bb4555f694f1f75b496ed8	Bacteria	 Armatimonadetes	 Armatimonadia	 FW68	 	 	 
f5270d43c7dd1dc66b2360d010044a6d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Rhodanobacter	
d5278bfc976d8b8e3920e8e030f31ed5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 mitochondria	 Oryza	 sativa Indica Group
aa745b13c2dbd49ddf97fd990ab9e655	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 	 	 
79ea09082c39a42d2de3b084c2522015	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardiaceae		
2a24078a8dff58d7af4fef22c1cdb6d1	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardiaceae	 Nocardia	 
3185d6d24478756086eab1a9d1d62032	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Streptomycetaceae	 Streptomyces	
bec805f869c629e8bc88c9d3b01614e5	Bacteria	 Chloroflexi	 TK17	 	 	 	 
b1736d1fd12ecaabc306a5c4cab5815d	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
e6600028d59b8c90510447e860a518f2	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 Candidatus Koribacter	 
92acca8f371ee4346e3cf2ba5a460812	Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Candidatus Phytoplasma	 
4c827b3a6beb4e830584ffccbfc06d14	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales			
e9e5453d19fdb35e1ad6163cbdb66e37	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
e5007379b46c67f0e64be786bcc97626	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 fragi
6ea073b04aa63a76b07f2e3ed29fcf2a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae		
95f153341958e516bf53265d7df75d4b	Bacteria	 Nitrospirae	 Nitrospira	 Nitrospirales	 Nitrospiraceae	 Nitrospira	 
f67f44d396b12197c27b77a61e411885	Bacteria	 Proteobacteria	 Betaproteobacteria	 SC-I-84	 	 	 
5aeffe6c1938a322ae1628ca42ef36d2	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
6bb235b928d8d379300cbda04cba65f2	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
f8fd318657a7eccdd48ada83e8547f5c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 
223db3fae54ef07d48eac9b887937c17	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Frankiaceae	 	 
d65cbe6e651baa7cc65b3e916d5fc629	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidisoma	 
c24fb822cda578fbbcd3a1f54d4d8ccc	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
5e714db053b1e3ab4a40408fdd8b8493	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
bf843d4a729d6a76753b319efe023562	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Mycobacteriaceae	 Mycobacterium	 celatum
e4f56f8c73199816386f1a98217340a4	Bacteria	 TM7	 TM7-3				
754a1bb128f43d9b1cd70982fdd8882b	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 	 	 
b50c0f542c3d07ae9913e71aab0a7548	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	 
4334f94abfaff7879b137015fe79a1f2	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Variovorax	
bb525070420ac321528e1016953f4404	Bacteria	 Verrucomicrobia	 [Pedosphaerae]	 [Pedosphaerales]			
73b2524018792ddac39fd8c7f73a961f	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Solirubrobacteraceae	 Solirubrobacter	 
ec5829de11254a4d0ea7ce52dfe1e182	Bacteria	 Bacteroidetes	 [Saprospirae]	 [Saprospirales]	 Chitinophagaceae		
4ba96628580651550a0accf92ff2e755	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 succinicans
d4337fb69d0c52d5ffada5b4fcb6d6b7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 	 	 
45af56b5d7d1b23ed4c3e34f073f9c18	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
10e8a13087466a8c9b6c0cf7bd6ea16f	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Comamonas	 
c178713f93ff326ec5ea2a5f841da07e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
33b6f383ea859875027ddd522a390815	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae		
aed20b0691d232398fca530968122267	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 	 
3f20c265dc99e99acc6a72de683f45e5	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Frankiaceae	 	 
fbbf3dbc70979b8f171c278418e0b680	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Geobacteraceae	 Geobacter	
81d1b2e6a67f3073e24c3c4276ad3e52	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
bf40272a3ecd07ec5324ef16726a3b90	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
5c1e36a22f9a3b32cb54d768f6dc09ba	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Frankiaceae	 	 
7122294fe61a400b6caa13f6b8e8083f	Bacteria	 Actinobacteria	 MB-A2-108	 0319-7L14	 	 	 
96f79468ba116e1aa3a059ebeae5b1e3	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	
cff6cde19a020206b6705c1533abdf27	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Solirubrobacteraceae	 Solirubrobacter	 
febdae7ed1be1ee67220c90cb250f060	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Stenotrophomonas	 maltophilia
142d35f0c0b4d7343ac919e43fd9de00	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Devosia	 
9077f44a677783efbe0c64f7c73d8fea	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
76963fec226e251aee2e34e2f6089cfb	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae		
788710a2c86a7f21a5122ef3cbf5b85f	Bacteria	 Gemmatimonadetes	 Gemm-1	 	 	 	 
940da59418ec9acb2eb2a7eee87c38f2	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 Edaphobacter	 
865d78b35fc66db9a7eecb8f83928cbb	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
02ba42e5359c7c2713cb934eefabb9bf	Bacteria	 Actinobacteria	 Acidimicrobiia	 Acidimicrobiales	 EB1017	 	 
4eb2485869c940738b941f3221c18a32	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Achromobacter	 
2e17f124329661eb655280d0dd417a61	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae		
d3e7066e6d808c5802f580ff3cdb3fc6	Bacteria	 TM7	 	 	 	 	 
8cf10b2b9440ac142b4561e39a44816e	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
67c7dacfef3726b6994cf8d346105a99	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
0dcff9eee3140e93cc4511c1fc63cd70	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 [Weeksellaceae]	 Chryseobacterium	 
eb863912a85c204d29f9af2dabac6747	Bacteria	 Actinobacteria	 Acidimicrobiia	 Acidimicrobiales	 	 	 
b99cb9e73511b7042b279f7298d52e34	Bacteria	 Actinobacteria	 Thermoleophilia	 Gaiellales	 Gaiellaceae	 	 
b1befcc907a0876a84aa192c1de1299d	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Streptomycetaceae		
bd8c18af2bf2f13fcb9f8f070295cb76	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 
a28aefe93e20258659ede78db21b341d	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
e7067343a27e63992d322b1b3ce40d71	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Agrobacterium	 
2dcc7f2b1cd6e5cc4e8f42e18eb5842a	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 succinicans
5948c75d5bdc41b551458a844219da93	Bacteria	 Bacteroidetes	 [Saprospirae]	 [Saprospirales]	 Chitinophagaceae	 Ferruginibacter	 alkalilentus
df857a61e2924fc235c74bc9c84fb358	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae		
bf841b2f3e8f4aa50b02a6814aa74537	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae		
4b543a9953671310a6f6b3a59016c9f2	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Intrasporangiaceae		
6eeef80e46c4c11bcfd4ae85ca393302	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 
ac6b107737346476fa6e7d8d8bdeea33	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 	 
bd2ce3a490bb7d81f7bac3f0c7a05e90	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae		
1b278e55d0259890b2960b26972f7f43	Bacteria	 Proteobacteria	 Gammaproteobacteria	 	 	 	 
ec90af675f8b7374d9ae738409acc040	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Methylocystaceae	 	 
e6c1e53cbc0bf434e77c10080165a14e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae		
266ae76a45e6a878187857ca94ee4182	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Variovorax	 paradoxus
bc5a3b7b4c57abd95f97d4ff77ba3cf4	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	 
b7d7cb443314cb5199fd587077a5af40	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Ellin5290	 	 	 
ddc5c4e5d7d8b06aa74e6c7946539b93	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Micromonosporaceae	 Pilimelia	 
aac5c55c484eda569eb4e06750470ad1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	
0639d39a8ba59cd8bcb7246c7f3c9796	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Dokdonella	 
f8310ced101bd91d060fe0335726a184	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium	 
0cd701fc6092bac890c4032b2fa5e9d8	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 	 
7f8ea426316e9519ef33f000dcedd60b	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
98e52084f5a9acfdba425c14964529df	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
ca7c7dbc131b5cafc3c250e759e295ae	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 	 
46996087498d68b7ee43122d5e2a7e3f	Bacteria	 Actinobacteria	 Acidimicrobiia	 Acidimicrobiales	 	 	 
4b2668ec0c7ea09af7341d8d48388e38	Bacteria	 Bacteroidetes	 [Saprospirae]	 [Saprospirales]	 Chitinophagaceae		
7f3e88b193e78278c50d6c582352514e	Bacteria	 Chloroflexi	 Ktedonobacteria	 Thermogemmatisporales	 Thermogemmatisporaceae	 	 
c7ce1ba24c2bfeb043d332a709a9fbac	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 Microbacterium	
42bf2c984d4492097219c6bc9d3d1924	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
0d745f7c148fc3127c55e1b75f2943b9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Labrys	 
700636804a6427653d523d1649fe7ad2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
ee66f40c3d0d21f60e1c268763b6613e	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 	 	 
db965be8fdcc30099f3c3e1a83bcda66	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
c9817a4a212d740f54eb3ee23ce3c43a	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Intrasporangiaceae	 Phycicoccus	 
64ca358e4e0f75397c45d769589f74c2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae		
84b932259705b407f8739efc61f0f34b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Afipia	 
060d02df6f47299ce1fb8c25131148b9	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	 
c2424a608a7b3223b36baf35e5f33dc5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 
1c3e0fa7bab56fd5a46a327d7db23b07	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 	 
00fc130fe56d99b7d8c3edb27c7c085a	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 Candidatus Koribacter	 
583c328409164d9ec96f9df8ee3424b6	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Salinispora	 
99e44857651cf3de4f23397a8d5374e0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae		
bbd25b5a73c84d0e185f8403dc38b41c	Bacteria	 Acidobacteria	 DA052	 Ellin6513	 	 	 
41054911523d846491844c8f734c17cd	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
b931b8adc0714c02193c723dfee6b407	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 	 
