#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
e6a9f9b8c6871e03a5e61af640025701	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	NA
3f75e13b50e3b9dba6b199003b5713f6	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__	g__	s__
7fdd46e0c037e69014ff872a295c8136	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
67d16dd90867f452b0c22372afd6886a	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Edaphobacter	s__
12e406ff2b028a475c0706c2942ca52a	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Methylophilales	f__Methylophilaceae	NA	NA
db031fdb2fbf07ccbaf995c599d3b79e	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	f__	g__	s__
51484b58f9572cce6f4bd770970d25c0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__
9cde2a396d5b121c168ae9fecdee2cd5	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
da0d0ad501b0d9893d27f34b71adfe1a	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__
2e44a8097566b6ffe6bfbb6a0a8066a6	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	g__	s__
af4adab0dd0d1a03935f46d7fad097c1	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__	s__
81111ff20cf997753272d06c39814ac0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
9f3dc601ffa7a3d3db12f13adca60455	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	NA
ffdaa5885a8772169ff31abce1fb800c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
d74a3861d0136764ab0169f70cd8f02c	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
876a91e9bf51210504ab1d047cbb0661	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Terriglobus	s__
3d047dbd9a9eb08015fffd5fd6e9c340	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
7e68fd211a79ddfbbf903727a6160982	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__
d59bc46b96fbe40b4d3fd2cc85a048de	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	NA	NA
b518573d3b0ce5ff57afc53cb1288029	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	NA	NA
941cbf2a2d85e01f10156c5211f396e4	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	s__vaccae
0d6e34b9db993860dc3a99870bc9dbc4	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
46b39ad502cdf730339d6eaae790dae6	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__
8ae9988fd1fe657fba32e35b10de6b48	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__Thermogemmatisporales	f__Thermogemmatisporaceae	g__	s__
79bda9aa26f9621f76de6a49babf9a69	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__
b60136f97b1a8f814b79c93e128858a0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Oryza	s__sativaIndicaGroup
9b6c2b1dcca5586b93bf3e81f664ea7d	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
c4c8777adfcbd59098a5d2bacd07acce	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	NA
39b066cdf6d31bc52804e8e99aa98270	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	NA
00fe8113f16d409be7de51664012d9c7	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__	s__
49409064cad93ebda8e0f02c153b656d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__
24b956a748c4ed67dac7102851ae6c70	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__
77636b93aca4a6b1d894ac859a80f292	k__Bacteria	p__AD3	c__ABS-6	o__	f__	g__	s__
d97b25f3d7ac8c857e9be56fe975bbdf	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Salinispora	s__
e219908e543c7b23aaa4e2294afc6913	k__Bacteria	p__Armatimonadetes	c__Armatimonadia	o__FW68	f__	g__	s__
a68cb8f03cb197d44ed2e6860faf2b4c	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
c8a207af01bb4555f694f1f75b496ed8	k__Bacteria	p__Armatimonadetes	c__Armatimonadia	o__FW68	f__	g__	s__
f5270d43c7dd1dc66b2360d010044a6d	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Rhodanobacter	NA
d5278bfc976d8b8e3920e8e030f31ed5	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Oryza	s__sativaIndicaGroup
aa745b13c2dbd49ddf97fd990ab9e655	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__	g__	s__
79ea09082c39a42d2de3b084c2522015	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	NA	NA
2a24078a8dff58d7af4fef22c1cdb6d1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Nocardia	s__
3185d6d24478756086eab1a9d1d62032	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Streptomycetaceae	g__Streptomyces	NA
bec805f869c629e8bc88c9d3b01614e5	k__Bacteria	p__Chloroflexi	c__TK17	o__	f__	g__	s__
b1736d1fd12ecaabc306a5c4cab5815d	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__JG30-KF-AS9	f__	g__	s__
e6600028d59b8c90510447e860a518f2	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__CandidatusKoribacter	s__
92acca8f371ee4346e3cf2ba5a460812	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__CandidatusPhytoplasma	s__
4c827b3a6beb4e830584ffccbfc06d14	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	NA	NA	NA
e9e5453d19fdb35e1ad6163cbdb66e37	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
e5007379b46c67f0e64be786bcc97626	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__fragi
6ea073b04aa63a76b07f2e3ed29fcf2a	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	NA	NA
95f153341958e516bf53265d7df75d4b	k__Bacteria	p__Nitrospirae	c__Nitrospira	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__
f67f44d396b12197c27b77a61e411885	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	f__	g__	s__
5aeffe6c1938a322ae1628ca42ef36d2	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
6bb235b928d8d379300cbda04cba65f2	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	NA
f8fd318657a7eccdd48ada83e8547f5c	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
223db3fae54ef07d48eac9b887937c17	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Frankiaceae	g__	s__
d65cbe6e651baa7cc65b3e916d5fc629	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidisoma	s__
c24fb822cda578fbbcd3a1f54d4d8ccc	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
5e714db053b1e3ab4a40408fdd8b8493	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
bf843d4a729d6a76753b319efe023562	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	s__celatum
e4f56f8c73199816386f1a98217340a4	k__Bacteria	p__TM7	c__TM7-3	NA	NA	NA	NA
754a1bb128f43d9b1cd70982fdd8882b	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__
b50c0f542c3d07ae9913e71aab0a7548	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__
4334f94abfaff7879b137015fe79a1f2	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	NA
bb525070420ac321528e1016953f4404	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	NA	NA	NA
73b2524018792ddac39fd8c7f73a961f	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Solirubrobacter	s__
ec5829de11254a4d0ea7ce52dfe1e182	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	o__[Saprospirales]	f__Chitinophagaceae	NA	NA
4ba96628580651550a0accf92ff2e755	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
d4337fb69d0c52d5ffada5b4fcb6d6b7	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__	g__	s__
45af56b5d7d1b23ed4c3e34f073f9c18	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
10e8a13087466a8c9b6c0cf7bd6ea16f	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__
c178713f93ff326ec5ea2a5f841da07e	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
33b6f383ea859875027ddd522a390815	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	NA	NA
aed20b0691d232398fca530968122267	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__	s__
3f20c265dc99e99acc6a72de683f45e5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Frankiaceae	g__	s__
fbbf3dbc70979b8f171c278418e0b680	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__Geobacteraceae	g__Geobacter	NA
81d1b2e6a67f3073e24c3c4276ad3e52	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
bf40272a3ecd07ec5324ef16726a3b90	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
5c1e36a22f9a3b32cb54d768f6dc09ba	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Frankiaceae	g__	s__
7122294fe61a400b6caa13f6b8e8083f	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__0319-7L14	f__	g__	s__
96f79468ba116e1aa3a059ebeae5b1e3	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	NA
cff6cde19a020206b6705c1533abdf27	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Solirubrobacter	s__
febdae7ed1be1ee67220c90cb250f060	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__maltophilia
142d35f0c0b4d7343ac919e43fd9de00	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Devosia	s__
9077f44a677783efbe0c64f7c73d8fea	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
76963fec226e251aee2e34e2f6089cfb	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	NA	NA
788710a2c86a7f21a5122ef3cbf5b85f	k__Bacteria	p__Gemmatimonadetes	c__Gemm-1	o__	f__	g__	s__
940da59418ec9acb2eb2a7eee87c38f2	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Edaphobacter	s__
865d78b35fc66db9a7eecb8f83928cbb	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
02ba42e5359c7c2713cb934eefabb9bf	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	g__	s__
4eb2485869c940738b941f3221c18a32	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__
2e17f124329661eb655280d0dd417a61	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	NA	NA
d3e7066e6d808c5802f580ff3cdb3fc6	k__Bacteria	p__TM7	c__	o__	f__	g__	s__
8cf10b2b9440ac142b4561e39a44816e	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__JG30-KF-AS9	f__	g__	s__
67c7dacfef3726b6994cf8d346105a99	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__	s__
0dcff9eee3140e93cc4511c1fc63cd70	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__[Weeksellaceae]	g__Chryseobacterium	s__
eb863912a85c204d29f9af2dabac6747	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
b99cb9e73511b7042b279f7298d52e34	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
b1befcc907a0876a84aa192c1de1299d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Streptomycetaceae	NA	NA
bd8c18af2bf2f13fcb9f8f070295cb76	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__
a28aefe93e20258659ede78db21b341d	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__
e7067343a27e63992d322b1b3ce40d71	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__
2dcc7f2b1cd6e5cc4e8f42e18eb5842a	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
5948c75d5bdc41b551458a844219da93	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	o__[Saprospirales]	f__Chitinophagaceae	g__Ferruginibacter	s__alkalilentus
df857a61e2924fc235c74bc9c84fb358	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	NA	NA
bf841b2f3e8f4aa50b02a6814aa74537	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	NA	NA
4b543a9953671310a6f6b3a59016c9f2	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Intrasporangiaceae	NA	NA
6eeef80e46c4c11bcfd4ae85ca393302	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__
ac6b107737346476fa6e7d8d8bdeea33	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__	s__
bd2ce3a490bb7d81f7bac3f0c7a05e90	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	NA	NA
1b278e55d0259890b2960b26972f7f43	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__	f__	g__	s__
ec90af675f8b7374d9ae738409acc040	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__	s__
e6c1e53cbc0bf434e77c10080165a14e	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	NA	NA
266ae76a45e6a878187857ca94ee4182	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__paradoxus
bc5a3b7b4c57abd95f97d4ff77ba3cf4	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__CandidatusSolibacter	s__
b7d7cb443314cb5199fd587077a5af40	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Ellin5290	f__	g__	s__
ddc5c4e5d7d8b06aa74e6c7946539b93	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micromonosporaceae	g__Pilimelia	s__
aac5c55c484eda569eb4e06750470ad1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	NA
0639d39a8ba59cd8bcb7246c7f3c9796	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Dokdonella	s__
f8310ced101bd91d060fe0335726a184	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__
0cd701fc6092bac890c4032b2fa5e9d8	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
7f8ea426316e9519ef33f000dcedd60b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
98e52084f5a9acfdba425c14964529df	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	NA	NA	NA
ca7c7dbc131b5cafc3c250e759e295ae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
46996087498d68b7ee43122d5e2a7e3f	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
4b2668ec0c7ea09af7341d8d48388e38	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	o__[Saprospirales]	f__Chitinophagaceae	NA	NA
7f3e88b193e78278c50d6c582352514e	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__Thermogemmatisporales	f__Thermogemmatisporaceae	g__	s__
c7ce1ba24c2bfeb043d332a709a9fbac	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium	NA
42bf2c984d4492097219c6bc9d3d1924	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
0d745f7c148fc3127c55e1b75f2943b9	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Labrys	s__
700636804a6427653d523d1649fe7ad2	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
ee66f40c3d0d21f60e1c268763b6613e	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__
db965be8fdcc30099f3c3e1a83bcda66	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__	s__
c9817a4a212d740f54eb3ee23ce3c43a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Intrasporangiaceae	g__Phycicoccus	s__
64ca358e4e0f75397c45d769589f74c2	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	NA	NA
84b932259705b407f8739efc61f0f34b	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Afipia	s__
060d02df6f47299ce1fb8c25131148b9	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__CandidatusSolibacter	s__
c2424a608a7b3223b36baf35e5f33dc5	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
1c3e0fa7bab56fd5a46a327d7db23b07	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__	s__
00fc130fe56d99b7d8c3edb27c7c085a	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__CandidatusKoribacter	s__
583c328409164d9ec96f9df8ee3424b6	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Salinispora	s__
99e44857651cf3de4f23397a8d5374e0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA
bbd25b5a73c84d0e185f8403dc38b41c	k__Bacteria	p__Acidobacteria	c__DA052	o__Ellin6513	f__	g__	s__
41054911523d846491844c8f734c17cd	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__JG30-KF-AS9	f__	g__	s__
b931b8adc0714c02193c723dfee6b407	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__	s__
e0e125b32f1bab616770ef589ccc0bb9	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__MND1	f__	g__	s__
679e1421b54e9e3f135d98481d640e96	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
0cfd6e102983780babbe19ba59387830	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
ce28dde42533669277a5fb98eea87d5d	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
bf8118c921412f6312fa359dd78400c9	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
3ace0c501ec95ecfc3b027ad1cc3b91a	k__Bacteria	p__Chloroflexi	c__TK10	o__AKYG885	f__5B-12	g__	s__
f3c091bc332715d557450141adc73054	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	NA	NA
7ad7ccbe53d21b55632ac8273c6e7392	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
f0ee4854879718155435e2f12d2725a5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
63ce95f92d20946cc80b8e807af2aaa4	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	s__
3efa42fd23c54a2a4994e3850d80006b	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylobacteriaceae	g__Methylobacterium	s__
a4a6c1ceb785fdc1fdfcb5dcea490f03	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
9251ac4dcb2bd708dbf56efa87a8d77f	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
68c8ab5941d1a1cb42a090736b7891dd	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	NA	NA	NA
905576b9d12d00671814f872e339cded	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Janthinobacterium	s__
bf7357ea295bbeb82f03bd87dcf8b60a	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	g__	s__
b3e0872ea6a5db0da4748eaf1f8ebe7b	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	o__[Saprospirales]	f__Chitinophagaceae	g__Ferruginibacter	s__alkalilentus
01462630156ad6ed737fc4220c357822	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	NA	NA
9306d7b5c3b689f0d325eaf7703beba4	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
8d98306485b173fa45cab0956a45d69a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	NA	NA
f7686000a930f48ab5fb2c0cc15fe56c	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__
10da223e28cedd1cbacba98d755bd06a	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Devosia	s__
c4ad77bf34381ff428ab7b37e7cbfbc9	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__JG30-KF-AS9	f__	g__	s__
576111020b6dc210c0fec043d1ea0de9	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__wittichii
6747c6f0ca1465b0d78b23228aa3654b	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Labrys	s__
bde307cd8da5f30b5a3daff6bc20bdb8	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	NA
