#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
1d9fa96fa9712c84255bff800da9bae8	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
9fe97da9a60bd75e525a18d7363e763e	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Salinispora	s__
031d9bf65a31605b624a49fd9d3419bf	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__	s__
4f50ef3c5f4bdd097473a9aefb7d51ac	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	NA
a5ca497841cb9f7432fddfe0add62ea2	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__
d98cfb735da357a3bce2b2952a548fb7	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	s__
cbb1ecbb79b7ef49fdcd4cf70b8ab2a4	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	NA	NA
b6b75dcd9aadb0370c897cee9dcc7416	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
52b7f3b495fce19430e3a1d3ddd09251	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
e5f3cfd9573ec4a4a0d566aa828eb638	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	NA	NA	NA
1df4928acc99ef23163d875751cb4887	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__
9b034ef109a24ef05da02a920dca9fb8	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__	s__
e29453ee60757f97d5887503124d9070	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
08c1c491a64267674031ed8dffd06092	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	NA
fb17d8be0c40b49f3d329c915299d9e7	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__
ba46d2703c3afe10cebdafc7167512e1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__
9574dd63cd7735440d8b2a6b3f3c0e87	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Azorhizobium	s__
1c20afe57d9e27d427cf48d45356bfcf	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__tuberum
89d05fdca0fb449a91fe516fb8ed32b1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Thermomonosporaceae	NA	NA
34e66e5f2e210cb8344ec167adcba54e	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
3cd89051a94dc7b12e70adae63f940eb	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	NA	NA
1caac9494613674549bd640cb528c582	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
924c454321a4692fa00802b4829ff6ed	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidocella	s__
a68f62e3545f21c2f1003c414c345ded	k__Bacteria	p__Acidobacteria	c__DA052	o__Ellin6513	f__	g__	s__
cb99638ff0381f510fb38787f6016cce	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
d65efc899e3ef3f3264fd23819b4c790	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
5f85faf9ffea63ed93597208fb58f118	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
c6f7c6ef998a13a3ce20c0ce355780d4	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter	s__psychrolactophilus
b663e8fe56f77776304ff2b73b3a3f82	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__	s__
b287b1fb97647e931cd019c7239653a1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	NA	NA
789b6fdb1ab2a38ac44e41fa70469e38	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__
e70502d77fa04421f0c04b5137c9315a	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
2e051cc6339b7c573467ba65fe22ee24	k__Bacteria	p__TM7	c__TM7-3	NA	NA	NA	NA
445b2dc9a05166112b35316a893c2954	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
730196a19ace7b3072978001db50ba02	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
8142268657b80cb1fb9eccb52e51b0c3	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__	s__
69e762da5b5df4d7fcf65e562ec208f6	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rubrivivax	NA
6586961068ccdc45b46d535311a39f95	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	NA	NA
76dd2ac43af0771dd93336705eb917b6	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__
8ddfd2f4724199fa7ada57551508db09	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Enhydrobacter	s__aerosaccus
d82bda31bdd54818eff42580d7711bae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
2b235eacce1a0c70693c13f0680e210a	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__CandidatusKoribacter	s__
9ce41ed993210859e2a5d6c21cbe457c	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
5d1de7f34d80670f5b2eb808b231a865	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	NA	NA
f7dd717bc0d48d94f3f8e5a703fddd03	k__Bacteria	NA	NA	NA	NA	NA	NA
17f423d16c52f23818cd37f6c06f387e	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
9e93a548f643f150f777cb215edc3d13	k__Bacteria	p__Acidobacteria	c__DA052	o__Ellin6513	f__	g__	s__
82ca194cae0a11100c8ef561d9016059	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
bfcf13650f01926c2ae02fc3d581ddde	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	NA
910cfa442fde3251e369fd5b561e2785	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	o__[Saprospirales]	f__Chitinophagaceae	g__Ferruginibacter	s__lapsinanis
8e5c8e424295c733275f5765615936f9	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	NA
f0f28cc07f01e7d1370102c8a557a02f	k__Bacteria	p__TM7	c__TM7-3	o__EW055	f__	g__	s__
640293e9d0c3ca31f52e60e0b1776dcc	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__
7100acc02e71cf31b16c281c5cb0e976	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Ammoniphilus	s__
183622c3c3fe89ac8d88a7f8a676dc98	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micromonosporaceae	NA	NA
7d2e2cddc5db894a2ab487b25e7d0640	k__Bacteria	NA	NA	NA	NA	NA	NA
386101f6d0115ce2de4be5eb0861a04d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
1197a52653a49f821b15a48eb40109a9	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
34bceaa0df7d0917d6d6f18c83ab5cc8	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
ce4b066cd540cc55a99a7cb84309efac	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
47b5e3b995da40c9701192b548634c12	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Devosia	s__
902937088d89e852d83ee810aabbcdce	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
600a5d41b4818201f81f6e4e6df5d741	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	NA	NA	NA
85de294f370dac8346a270f37997aba2	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__Conexibacter	s__
47066b529e79e85c2dcf559307b938f3	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
d8a61c9e613b1900869d2c3203331158	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__alcaligenes
575fd2d472863fc6ca5ce3fd1c609298	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
cd54e362ca616358f0fbe8244492fde3	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
53b96ba369bfbe53bbfb0e203b6b1abe	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Denitrobacter	s__
12f536207ed71bd9bd113ce252a826f5	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA
4d6494a96aaacd6fda90da4f39a4e737	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Devosia	s__
48c9403e74516b5d1f56c1c9933b6a96	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__selenitireducens
b659ab27a8c7439e7721602461ccca69	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA
a66e217c43f3c4995de6bafef18d6b48	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	NA	NA
61306f176e24504643df8bdbaca45f88	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
965fb1abb5a7464d1671d2b4d54e7a10	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__	s__
ea141d67fab1aebb632a7e4d1537623f	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
3a70bb97589bb794c6abbdb54540afd3	k__Bacteria	p__Acidobacteria	c__DA052	o__Ellin6513	f__	g__	s__
cd9d4160d8f7e5d4eb08e14b741602a6	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	s__
d32b2f15bc117a7a69c025528aabc1d5	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	NA	NA	NA
4c130ec25dc5872b7d6a4af54eb02848	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
4788f67f7241d59012bf2a019a664d63	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__
99139f245b136dfd93912f01a145af5e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
c16d9d8a7bd6c259d10736a6e8651317	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
0e187e29aff506ba3cdccfb65586d856	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__
4c8f30634a2b948822813c7496129e30	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__
22f29e5013d93aa574b32f5b3a34700a	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
71f65512f8a6ba7f550d321f084b34a7	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
1be76719602336803ae41a6cefd6f853	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	NA
34d9c708d20438326cb8ad7bb8574b25	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bosea	s__genosp.
48dbf903df63b99ef3cf93cea991a85a	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	NA
cb3f7fbcee84a8363be8ef5dd71c0d9f	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__
4c2f1fa3efdb3edb66db2b12f661638a	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	NA	NA
e253f96900276c4bca1afae32fb6c6c5	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__Conexibacter	s__
a1f29e85ff4a7ca41ca993afc52743bf	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Ellin6067	f__	g__	s__
32be35ca1a5bb2bf87fac55b9250853e	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__	s__
c7c1dffce40a0858e8a33fa5ffbe4e0a	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Bordetella	NA
bbb7a219ae45c1d3ccd12f202dae0e92	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Patulibacteraceae	g__	s__
7422171849ea1359fcc06b1625a4610a	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__
30a9b81df03f2095eaebc473d625e36e	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__fragi
1acae66b7c4459c8942182ae9c89ae7e	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	NA	NA	NA
7177b5499ba44e24c0123bd2bc6d1c42	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	f__	g__	s__
6b58e40d19c9aa50febb0be030c21b9e	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__A21b	f__EB1003	g__	s__
205aef0448f164b27c92e8e4fb064091	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
8eca0c5eb9e5820b00b5ce57cc26825b	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
dd86f6e43f7891e95106c0b144bd9700	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
9699b6d751775943c1b8a74dbd928fef	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Enterobacter	NA
b7864c2aaa29bf46d57e391d959ca786	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Pseudonocardiaceae	g__Amycolatopsis	s__thermoflava
ef0d6143716a14764eaaa86ead9e11c0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	f__	g__	s__
1a8cc3a6ed3d5b7db56f7c0675289d84	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
c47ba868892c02314bb4dbff6f2fdb3e	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidocella	s__
3f096287eef06064ad6a96e03f21f437	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
a20ffaf18a7d0b81bb0eb36652464cc9	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__	s__
d5e8c01a27a20b4538f07517337cc2c5	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
3513f60d68290ea7f6c34732529fb40b	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__CandidatusSolibacter	s__
6c086122341acaad0b96a64321462bd0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__
777567376f47bf5576c53ad45471625f	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Natronobacillus	s__
20209a8a814ec7177983bc89f96f9df0	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__Conexibacter	s__
4f5e2148247fd6c5eefbfce82a083063	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
c1a245af5ef6550d341cffb5f1b95986	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Rathayibacter	s__
bb51088392f606e8df71f255d794d831	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	o__[Saprospirales]	f__Chitinophagaceae	g__Chitinophaga	s__
80a643d02b9c75c1bae10fe571a620e8	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Enterobacter	NA
3b39daef6de5a7e5c0462bea6fbf87b0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
36d2e26f0791154638e27c691093feae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
b40ccf474ea05df311056a1561e10d88	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__CandidatusSolibacter	s__
c8ea292baa83db1aae08f954502b9c40	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	NA
a397a38cff2bd82eada93a86c4e77212	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__
eb4b549d4db053856f056a7c04cd9615	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
43b3ceeeca28c96de1add4f7d5e8e142	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
7e3f0031844b0ccd96ab24b6bb78bc41	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Erwinia	s__
9cba0a5ae153c5066f530e2d7d7505cf	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Reyranella	s__massiliensis
514caff6b50dd24c58224bf68119ee11	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
7886d47dfb88bcc8686b2f3632f1388c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
c489db9c31d08922aac8cf67d61f15df	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__giardinii
da7687a78edd71dc131824fa2299dbb9	k__Bacteria	p__TM7	c__TM7-3	o__EW055	f__	g__	s__
694915b09e913d9b3b2317c6c7f90371	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__	s__
1b59a804bf1f69a904ae500e80839984	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	NA	NA
582d76a6d9adb564082389056dba9c5a	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
4204b32551f9f4a001932900689c3b10	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	NA	NA
3ac738ea1daa69219a05317a80b9f36d	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__	s__
fe10ca48fc52987302fca6a8fe492ab6	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__wittichii
fbc4abde2d726e3fb1759b4d677344c3	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	NA
45305957f845fec87fddf1876467e905	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__	s__
968ac70e1d501b40c31b6bec236def3d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__wittichii
3edb6594a75299bab2cf8abf3628cd1c	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	f__	g__	s__
fca71271991b5a8facfbf3d59ebc1017	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
31fd091a9929e82e60ece140d0e43851	k__Bacteria	p__Acidobacteria	c__DA052	o__Ellin6513	f__	g__	s__
6aa0943a67146e349d1ad89fb48a166a	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Kaistobacter	s__
c11622ac4f14d6ac2d186b1844ac0f15	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__
9fb067ef05229ff715ba60723300add6	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
f4009a9af903cfc1c78aff2fdeb1c12c	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Terriglobus	s__
4e869c9364d23c4f6690785389625e6a	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__	s__
6e42df1df7eabeb60e4b6dc4f1bace60	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
70a6155af9a6836c2a68d2f45c8027d4	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__Conexibacter	s__
a9e90e6e7db1ea505c8957de95384d55	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
724596b1e2902d3eb3d44682e7376ea2	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	NA	NA	NA
bcde5276a0e0ff0e468794b64f5b1785	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
41aebd97dd4e126486ea8c65d7005c92	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Asticcacaulis	NA
b3d30df958243df6f27da73f0c6a4a10	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__	s__
3b45ba638b90a9735c2336c9865bf347	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	NA	NA	NA
66ef1dc4ac893bbea467893de56eed50	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Steroidobacter	s__
bab053f0eb1d9d8a93d56f09ac6c770a	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
312753b604051f1c654c73f0a0bf4122	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	NA	NA
085645862a08c9ad89cf6f6765573465	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__giardinii
9fa2511f19ca611532465be1d6105718	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	NA	NA	NA
07076c3b2b65eb78ebb00075f45b22f8	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Roseomonas	NA
2a61d8e4f5bb7f1eec71d1566beefe66	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	s__
17d15c303f9d67fe3a3abe06dc98c4de	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__Thermogemmatisporales	f__Thermogemmatisporaceae	g__	s__
a3e42eb6794ca905ee97b054aa27b00e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__
6b3b45ce2e79c8cec6c9a51776dc5946	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
